fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
7.1,0.2,0.37,1.5,49,28.0,129.0,0.99226,3.15,0.52,10.8,5
6.3,0.39,0.22,2.8,48,53.0,173.0,0.99304,3.24,0.45,9.8,5
7.6,0.16,0.44,1.4,43,25.0,109.0,0.9932,3.11,0.75,10.3,6
7.0,0.35,0.3,6.5,28,27.0,87.0,0.9936,3.4,0.42,11.4,7
6.7,0.16,0.37,1.3,36,45.0,125.0,0.98964,3.19,0.51,12.4,7
6.4,0.5,0.2,2.4,59,19.0,112.0,0.99314,3.18,0.4,9.2,6
5.8,0.3,0.33,3.5,33,25.0,116.0,0.99057,3.2,0.44,11.7,6
6.3,0.26,0.42,7.1,45,62.0,209.0,0.99544,3.2,0.53,9.5,6
8.1,0.28,0.4,6.9,0.05,30.0,97.0,0.9951,3.26,0.44,10.1,6
6.2,0.16,0.47,1.4,29,23.0,81.0,0.99,3.26,0.42,12.2,6
6.5,0.29,0.52,1.7,34,41.0,193.0,0.99223,3.25,0.59,10.4,6
7.2,0.19,0.46,3.8,41,82.0,187.0,0.9932,3.19,0.6,11.2,7
7.5,705,0.1,13.0,44,44.0,214.0,0.99741,3.1,0.5,9.1,5
6.8,0.33,0.3,2.1,47,35.0,147.0,0.9886,3.24,0.56,13.4,6
7.1,0.13,0.38,1.8,46,14.0,114.0,0.9925,3.32,0.9,11.7,6
7.2,0.34,0.44,4.2,47,51.0,144.0,991,3.01,0.76,12.3,6
6.6,325,0.49,7.7,49,53.0,217.0,996,3.16,0.4,9.3,5
6.1,0.31,0.26,2.2,51,28.0,167.0,0.9926,3.37,0.47,10.4,6
5.3,0.32,0.23,9.65,26,26.0,119.0,0.99168,3.18,0.53,12.2,6
6.6,0.25,0.34,3.0,54,22.0,141.0,0.99338,3.26,0.47,10.4,6
7.2,0.27,0.28,15.2,46,6.0,41.0,0.99665,3.17,0.39,10.9,6
6.7,0.31,0.32,14.5,38,6.0,79.0,0.99412,3.14,0.34,12.5,5
8.0,0.28,0.42,7.1,45,41.0,169.0,0.9959,3.17,0.43,10.6,5
5.9,0.21,0.28,4.6,53,40.0,199.0,0.9964,3.72,0.7,10.0,4
7.0,0.28,0.26,1.7,42,34.0,130.0,0.9925,3.43,0.5,10.7,8
6.3,0.31,0.3,10.0,46,49.0,212.0,0.9962,3.74,0.55,11.9,6
6.3,0.33,0.27,1.2,46,34.0,175.0,0.9934,3.37,0.54,9.4,6
6.0,0.14,0.37,1.2,32,63.0,148.0,0.99185,3.32,0.44,11.2,5
6.5,0.33,0.38,8.3,48,68.0,174.0,0.99492,3.14,0.5,9.6,5
6.4,0.26,0.25,10.7,46,66.0,179.0,0.99606,3.17,0.55,9.9,6
6.5,0.26,0.27,12.9,44,69.0,215.0,0.9967,3.17,0.43,10.0,6
7.2,0.18,0.45,4.4,46,57.0,166.0,0.9943,3.13,0.62,11.2,6
6.7,0.3,0.44,18.75,57,65.0,224.0,0.99956,3.11,0.53,9.1,5
6.5,0.51,0.25,1.7,48,39.0,177.0,0.99212,3.28,0.57,10.6,5
7.2,0.24,0.27,11.4,34,40.0,174.0,0.99773,3.2,0.44,9.0,5
6.7,0.3,0.74,5.0,38,35.0,157.0,0.9945,3.21,0.46,9.9,5
6.7,0.25,0.23,7.2,38,61.0,220.0,0.9952,3.14,0.35,9.5,5
6.0,0.19,0.26,1.4,39,30.0,104.0,0.98998,3.32,0.41,12.4,6
6.9,0.14,0.38,1.0,41,22.0,81.0,0.99043,3.03,0.54,11.4,6
6.0,0.2,0.26,1.1,33,38.0,67.0,0.98954,3.14,0.38,11.5,6
7.7,0.39,0.28,4.9,35,36.0,109.0,0.9918,3.19,0.58,12.2,7
6.1,0.36,0.58,15.0,44,42.0,115.0,0.9978,3.15,0.51,9.0,5
10.3,0.25,0.48,2.2,42,28.0,164.0,998,3.19,0.59,9.7,5
7.3,0.3,0.34,2.7,44,34.0,108.0,0.99105,3.36,0.53,12.8,8
7.7,0.28,0.35,15.3,56,31.0,117.0,0.9998,3.27,0.5,9.6,5
8.3,0.28,0.4,7.8,41,38.0,194.0,0.9976,3.34,0.51,9.6,6
7.6,0.2,0.39,2.6,44,30.0,180.0,0.9941,3.46,0.44,10.8,7
7.2,0.2,0.61,16.2,43,14.0,103.0,0.9987,3.06,0.36,9.2,6
7.1,0.47,0.29,14.8,24,22.0,142.0,0.99518,3.12,0.48,12.0,8
6.0,0.36,0.39,3.2,27,20.0,125.0,991,3.38,0.39,11.3,7
5.6,0.41,0.22,7.1,0.05,44.0,154.0,0.9931,3.3,0.4,10.5,5
7.0,0.24,0.3,6.7,39,37.0,125.0,0.99436,3.2,0.39,9.9,5
6.6,0.25,0.51,8.0,47,61.0,189.0,0.99604,3.22,0.49,9.2,5
6.9,0.38,0.32,8.5,44,36.0,152.0,0.9932,3.38,0.35,12.0,7
7.7,0.32,0.61,11.8,41,66.0,188.0,0.99794,3.0,0.54,9.3,5
7.2,0.27,0.37,5.4,26,27.0,114.0,0.99174,3.13,0.84,12.7,5
6.7,0.25,0.31,1.35,61,30.5,218.0,0.99388,3.16,0.53,9.5,5
7.4,0.19,0.3,12.8,53,48.5,212.0,0.9986,3.14,0.49,9.1,7
6.2,0.44,0.18,7.7,96,28.0,210.0,0.99771,3.56,0.72,9.2,5
7.3,0.24,0.34,15.4,0.05,38.0,174.0,0.9983,3.03,0.42,9.0,6
7.0,0.48,0.12,4.5,0.05,23.0,86.0,0.99398,2.86,0.35,9.0,5
6.6,0.25,0.31,1.5,35,32.0,127.0,0.9921,3.41,0.47,11.3,6
9.2,0.16,0.49,2.0,44,18.0,107.0,0.99514,3.1,0.53,10.2,4
8.2,0.34,0.49,8.0,46,55.0,223.0,996,3.08,0.52,10.7,6
6.1,0.43,0.35,9.1,59,83.0,249.0,0.9971,3.37,0.5,8.5,5
6.2,0.2,0.49,1.6,65,17.0,143.0,0.9937,3.22,0.52,9.2,6
8.3,0.25,0.33,2.5,53,12.0,72.0,0.99404,2.89,0.48,9.5,5
6.4,0.23,0.35,10.3,42,54.0,140.0,0.9967,3.23,0.47,9.2,5
6.4,0.24,0.29,1.0,38,18.0,122.0,0.9906,3.3,0.42,11.5,5
6.7,0.24,0.37,11.3,43,64.0,173.0,0.99632,3.08,0.53,9.9,6
5.6,0.18,0.29,2.3,0.04,5.0,47.0,0.99126,3.07,0.45,10.1,4
5.1,0.35,0.26,6.8,34,36.0,120.0,0.99188,3.38,0.4,11.5,6
6.6,0.26,0.25,11.6,45,45.0,178.0,0.99691,3.33,0.43,9.8,6
7.6,0.23,0.34,1.6,43,24.0,129.0,0.99305,3.12,0.7,10.4,5
6.6,0.32,0.41,7.2,48,55.0,178.0,0.99537,3.2,0.46,9.4,5
6.9,0.25,0.33,1.2,35,35.0,158.0,0.99082,3.02,0.58,11.3,6
7.7,0.3,0.32,1.6,37,23.0,124.0,0.9919,2.93,0.33,11.0,6
7.5,0.25,0.32,8.2,24,53.0,209.0,0.99563,3.12,0.46,10.8,6
7.1,0.17,0.31,1.6,37,15.0,103.0,991,3.14,0.5,12.0,6
6.6,0.16,0.29,1.8,0.05,40.0,147.0,0.9912,3.06,0.44,11.4,7
7.6,0.25,1.23,4.6,35,51.0,294.0,0.99018,3.03,0.43,13.1,6
8.0,0.33,0.32,4.6,41,31.0,180.0,0.99184,2.92,0.74,12.2,6
6.2,0.28,0.51,7.9,56,49.0,206.0,0.9956,3.18,0.52,9.4,5
6.4,0.23,0.33,1.15,44,15.5,217.5,992,3.33,0.44,11.0,6
7.0,0.16,0.32,1.1,32,29.0,80.0,0.98972,3.23,0.36,12.1,6
7.2,0.21,0.29,3.1,44,39.0,122.0,0.99143,3.0,0.6,11.3,6
6.2,0.25,0.21,15.55,39,28.0,159.0,0.9982,3.48,0.64,9.6,6
7.8,0.28,0.34,1.6,28,32.0,118.0,0.9901,3.0,0.38,12.1,7
6.0,0.45,0.42,1.1,51,61.0,197.0,0.9932,3.02,0.4,9.0,5
6.6,0.18,0.28,1.7,41,53.0,161.0,0.99207,3.13,0.45,10.2,6
7.9,0.16,0.64,17.0,0.05,69.0,210.0,1.0004,3.15,0.51,9.3,7
7.5,0.3,0.71,1.3,0.16,44.0,149.0,0.9948,3.08,0.42,8.9,5
5.9,0.32,0.26,1.5,57,17.0,141.0,0.9917,3.24,0.36,10.7,5
5.3,0.2,0.31,3.6,36,22.0,91.0,0.99278,3.41,0.5,9.8,6
5.7,0.16,0.26,6.3,43,28.0,113.0,0.9936,3.06,0.58,9.9,6
6.2,0.23,0.36,17.2,39,37.0,130.0,0.99946,3.23,0.43,8.8,6
7.2,0.22,0.24,1.4,41,17.0,159.0,0.99196,3.25,0.53,11.2,6
6.8,0.18,0.28,9.8,39,29.0,113.0,0.99406,3.11,0.45,10.9,7
6.5,0.23,0.36,16.3,38,43.0,133.0,0.99924,3.26,0.41,8.8,5
6.7,0.23,0.26,1.4,0.06,33.0,154.0,0.9934,3.24,0.56,9.5,6
5.8,0.32,0.28,4.3,32,46.0,115.0,0.98946,3.16,0.57,13.0,8
7.4,0.28,0.49,1.5,34,20.0,126.0,0.9918,2.98,0.39,10.6,6
6.2,0.32,0.12,4.8,54,6.0,97.0,0.99424,3.16,0.5,9.3,5
6.8,0.15,0.32,8.8,58,24.0,110.0,0.9972,3.4,0.4,8.8,6
6.8,0.27,0.3,13.0,47,69.0,160.0,0.99705,3.16,0.5,9.6,6
6.4,0.16,0.37,1.5,37,27.0,109.0,0.99345,3.38,0.5,9.8,6
6.0,0.27,0.4,1.7,21,18.0,82.0,0.9891,3.24,0.95,13.1333333333333,6
7.2,0.31,0.5,13.3,56,68.0,195.0,0.9982,3.01,0.47,9.2,5
5.7,0.24,0.47,6.3,69,35.0,182.0,0.99391,3.11,0.46,9.73333333333333,5
7.0,0.24,0.18,1.3,46,9.0,62.0,994,3.38,0.47,10.1,4
7.4,0.19,0.3,12.8,53,48.5,229.0,0.9986,3.14,0.49,9.1,7
8.1,0.28,0.49,1.0,0.04,32.0,148.0,0.9936,3.13,0.41,10.0,6
7.0,0.24,0.34,1.4,31,27.0,107.0,0.99,3.06,0.39,11.9,6
6.9,0.2,0.37,6.2,27,24.0,97.0,992,3.38,0.49,12.2,7
8.4,0.35,0.56,13.8,48,55.0,190.0,0.9993,3.07,0.58,9.4,6
8.2,0.37,0.64,13.9,43,22.0,171.0,0.99873,2.99,0.8,9.3,5
7.3,0.19,0.27,13.9,57,45.0,155.0,0.99807,2.94,0.41,8.8,8
7.8,0.34,0.27,1.2,0.04,25.0,106.0,0.9932,3.01,0.55,10.4,5
6.7,0.21,0.34,1.4,49,36.0,112.0,0.99091,3.02,0.5,11.0,6
6.0,0.16,0.3,6.7,43,43.0,153.0,0.9951,3.63,0.46,10.6,5
6.0,0.34,0.66,15.9,46,26.0,164.0,0.9979,3.14,0.5,8.8,6
6.8,0.27,0.3,13.0,47,69.0,160.0,0.99705,3.16,0.5,9.6,6
5.6,0.18,0.58,1.25,34,29.0,129.0,0.98984,3.51,0.6,12.0,7
6.1,0.32,0.24,1.5,36,38.0,124.0,0.9898,3.29,0.42,12.4,7
6.4,0.36,0.2,5.7,118,61.0,172.0,0.9946,3.24,0.43,9.5,6
6.5,0.24,0.39,17.3,52,22.0,126.0,0.99888,3.11,0.47,9.2,6
5.7,0.21,0.32,1.6,0.03,33.0,122.0,0.99044,3.33,0.52,11.9,6
6.3,0.27,0.51,7.6,49,35.0,200.0,0.99548,3.16,0.54,9.4,4
7.3,0.34,0.3,1.3,57,25.0,173.0,0.9948,3.26,0.51,9.1,6
7.4,0.16,0.49,1.2,55,18.0,150.0,0.9917,3.23,0.47,11.2,6
6.1,0.34,0.46,4.7,29,21.0,94.0,991,3.29,0.62,12.3,6
5.8,0.15,0.28,0.8,37,43.0,127.0,0.99198,3.24,0.51,9.3,5
6.5,0.37,0.3,2.2,33,39.0,107.0,0.98894,3.22,0.53,13.5,7
5.9,0.28,0.39,1.4,31,47.0,147.0,0.98836,3.08,0.64,12.9,7
6.9,0.28,0.31,7.2,0.04,47.0,168.0,0.9946,3.29,0.57,10.6,7
6.3,0.2,0.26,12.7,46,60.0,143.0,0.99526,3.26,0.35,10.8,6
5.7,0.22,0.2,16.0,44,41.0,113.0,0.99862,3.22,0.46,8.9,6
7.6,0.31,0.26,1.7,73,40.0,157.0,0.9938,3.1,0.46,9.8,5
7.8,0.29,0.22,9.5,56,44.0,213.0,0.99715,3.08,0.61,9.3,6
6.4,0.27,0.29,10.8,28,17.0,118.0,0.99356,3.18,0.37,11.2,6
8.0,0.36,0.43,10.1,53,29.0,146.0,0.9982,3.4,0.46,9.5,6
7.4,0.35,0.31,17.95,62,42.0,187.0,1.0002,3.27,0.64,9.1,5
6.5,0.43,0.31,3.6,46,19.0,143.0,0.99022,3.15,0.34,12.0,8
5.2,0.6,0.07,7.0,44,33.0,147.0,0.9944,3.33,0.58,9.7,5
6.2,0.37,0.22,8.3,25,36.0,216.0,0.9964,3.33,0.6,9.6,6
7.9,0.3,0.6,1.85,48,13.0,106.0,0.99331,3.24,0.49,11.85,5
7.6,0.3,0.22,10.2,49,57.0,191.0,0.9966,3.08,0.4,9.3,6
6.0,0.2,0.32,3.0,31,26.0,118.0,0.99134,3.38,0.68,11.2,7
8.5,0.23,0.34,1.3,35,54.0,110.0,0.99176,3.07,0.55,11.0,7
7.3,205,0.31,1.7,0.06,34.0,110.0,0.9963,3.72,0.69,10.5,6
6.0,0.27,0.3,14.7,44,15.0,144.0,0.99666,3.12,0.53,10.3,6
7.1,0.31,0.5,14.5,59,6.0,148.0,0.9983,2.94,0.44,9.1,5
6.2,0.22,0.28,2.2,0.04,24.0,125.0,0.9917,3.19,0.48,10.5,6
7.0,0.55,0.05,8.0,36,19.0,164.0,0.99269,3.26,0.46,12.2,6
7.4,0.29,0.28,10.2,32,43.0,138.0,0.9951,3.1,0.47,10.6,6
7.4,0.2,0.36,1.2,38,44.0,111.0,0.9926,3.36,0.34,9.9,6
6.1,0.28,0.25,17.75,44,48.0,161.0,0.9993,3.34,0.48,9.5,5
7.6,0.38,0.2,3.4,46,9.0,116.0,0.9944,3.15,0.41,9.4,5
6.3,0.27,0.29,12.2,44,59.0,196.0,0.99782,3.14,0.4,8.8,6
7.8,0.18,0.31,12.2,53,46.0,140.0,998,3.06,0.53,8.9,6
6.3,0.28,0.34,8.1,38,44.0,129.0,0.99248,3.26,0.29,12.1,6
6.4,0.23,0.32,1.9,38,40.0,118.0,0.99074,3.32,0.53,11.8,7
6.6,0.14,0.44,1.6,42,47.0,140.0,993,3.32,0.51,10.2,6
7.0,0.36,0.3,5.0,0.04,40.0,143.0,0.99173,3.33,0.42,12.2,7
7.0,0.23,0.33,1.0,43,46.0,110.0,0.99118,3.04,0.65,10.8,6
7.1,0.31,0.17,1.0,42,21.0,144.0,0.99304,3.13,0.4,9.6,5
6.9,0.29,0.4,19.45,43,36.0,156.0,0.9996,2.93,0.47,8.9,5
5.7,0.21,0.37,4.5,0.04,58.0,140.0,0.99332,3.29,0.62,10.6,6
8.2,0.23,0.37,1.3,42,39.0,117.0,0.9928,2.99,0.36,10.0,5
6.1,0.28,0.23,4.2,38,13.0,95.0,0.98898,2.97,0.7,13.1,6
9.0,0.26,0.34,6.7,29,21.0,162.0,0.99497,3.08,0.5,10.6,6
6.6,0.23,0.24,3.9,45,36.0,138.0,0.9922,3.15,0.64,11.3,7
5.8,0.32,0.38,4.75,33,23.0,94.0,991,3.42,0.42,11.8,7
6.7,0.19,0.39,1.0,32,14.0,71.0,0.98912,3.31,0.38,13.0,7
6.4,0.26,0.21,8.2,0.05,51.0,182.0,0.99542,3.23,0.48,9.5,5
6.2,0.25,0.31,3.2,0.03,32.0,150.0,0.99014,3.18,0.31,12.0,6
6.1,0.41,0.04,1.3,36,23.0,121.0,0.99228,3.24,0.61,9.9,6
6.7,0.27,0.33,3.6,34,9.0,45.0,0.99144,3.08,0.4,10.5,6
8.0,0.32,0.36,4.6,42,56.0,178.0,0.9928,3.29,0.47,12.0,6
6.8,0.21,0.62,6.4,41,7.0,113.0,0.99358,2.96,0.59,10.2,5
8.2,0.27,0.39,7.8,39,49.0,208.0,0.9976,3.31,0.51,9.5,6
7.2,0.2,0.61,16.2,43,14.0,103.0,0.9987,3.06,0.36,9.2,6
7.4,0.16,0.27,15.5,0.05,25.0,135.0,0.9984,2.9,0.43,8.7,7
4.9,235,0.27,11.75,0.03,34.0,118.0,0.9954,3.07,0.5,9.4,6
6.2,0.32,0.32,2.2,36,15.0,70.0,0.9899,3.16,0.48,12.7,6
6.8,0.3,0.35,2.8,38,10.0,164.0,0.9912,3.09,0.53,12.0,6
6.2,0.36,0.45,10.4,0.06,22.0,184.0,0.99711,3.31,0.56,9.8,6
7.2,0.23,0.39,14.2,58,49.0,192.0,0.9979,2.98,0.48,9.0,7
7.6,0.2,0.3,14.2,56,53.0,212.5,999,3.14,0.46,8.9,8
7.5,0.3,0.21,6.55,26,33.0,143.0,0.99244,2.92,0.35,11.1,5
7.9,0.12,0.49,5.2,49,33.0,152.0,0.9952,3.18,0.47,10.6,6
6.3,0.13,0.42,1.1,43,63.0,146.0,0.99066,3.13,0.72,11.2,7
8.4,0.23,0.32,1.3,48,59.0,113.0,0.99178,3.1,0.55,11.0,6
7.1,0.21,0.32,2.2,37,28.0,141.0,993,3.2,0.57,10.0,7
7.5,0.34,0.24,3.85,31,5.0,34.0,0.99098,3.01,0.36,11.8,4
6.5,0.26,0.31,1.3,34,59.0,145.0,0.98944,3.16,0.54,12.4,6
8.1,0.2,0.49,11.8,48,46.0,212.0,0.9968,3.09,0.46,10.0,7
7.0,0.21,0.34,8.0,57,19.0,101.0,0.9954,2.99,0.59,9.4,5
6.2,0.27,0.47,1.2,146,28.0,105.0,0.99224,3.23,0.51,10.1,5
7.9,0.14,0.74,1.2,28,30.0,165.0,991,3.08,0.82,12.3,6
7.9,0.17,0.32,1.6,53,47.0,150.0,0.9948,3.29,0.76,9.6,6
7.5,0.25,0.47,4.1,41,95.0,163.0,0.99184,2.92,0.59,11.3,6
6.8,0.18,0.21,5.4,53,34.0,104.0,0.99445,3.3,0.43,9.4,5
7.0,0.12,0.28,6.3,57,17.0,103.0,0.9957,3.5,0.44,9.6,5
6.8,0.13,0.39,1.4,34,19.0,102.0,0.99121,3.23,0.6,11.3,7
7.9,0.16,0.3,7.4,0.05,58.0,152.0,0.99612,3.12,0.37,9.5,6
7.1,0.32,0.24,13.1,0.05,52.0,204.0,998,3.1,0.49,8.8,5
5.9,0.17,0.3,1.4,42,25.0,119.0,0.9931,3.68,0.72,10.5,6
7.8,0.3,0.74,1.8,33,33.0,156.0,991,3.29,0.52,12.8,6
5.9,0.31,0.3,7.7,47,60.0,206.0,995,3.2,0.39,9.6,6
7.2,0.08,0.49,1.3,0.05,18.0,148.0,0.9945,3.46,0.44,10.2,6
6.8,0.35,0.53,10.1,53,37.0,151.0,0.9963,3.07,0.4,9.4,5
6.0,0.2,0.38,1.3,34,37.0,104.0,0.98865,3.11,0.52,12.7,6
7.8,0.26,0.49,3.2,27,28.0,87.0,0.9919,3.03,0.32,11.3,7
6.6,0.17,0.28,1.8,42,62.0,178.0,0.99204,3.15,0.42,10.2,5
7.1,0.36,0.4,1.95,33,26.0,118.0,0.98934,3.2,0.45,13.5,7
6.5,0.21,0.4,7.3,41,49.0,115.0,0.99268,3.21,0.43,11.0,6
6.7,0.21,0.34,1.5,35,45.0,123.0,0.98949,3.24,0.36,12.6,7
6.7,0.33,0.49,1.6,167,20.0,94.0,0.9914,3.11,0.5,11.4,6
8.0,0.25,0.27,9.7,36,15.0,85.0,0.99406,2.99,0.36,11.2,6
6.8,0.17,0.36,1.4,36,38.0,108.0,0.99006,3.19,0.66,12.0,6
7.3,0.18,0.29,1.2,44,12.0,143.0,0.9918,3.2,0.48,11.3,7
7.0,0.53,0.02,1.0,36,39.0,107.0,993,3.2,0.32,9.0,5
5.7,0.14,0.3,5.4,45,26.0,105.0,0.99469,3.32,0.45,9.3,5
6.6,0.19,0.35,1.5,37,37.0,107.0,0.99006,3.18,0.68,12.0,7
5.9,0.25,0.25,11.3,52,30.0,165.0,997,3.24,0.44,9.5,6
7.2,0.21,0.31,10.5,35,36.0,122.0,0.99478,3.12,0.4,10.6,6
6.3,0.26,0.25,5.2,46,11.0,133.0,0.99202,2.97,0.68,11.0,6
6.9,0.16,0.35,1.3,43,21.0,182.0,0.9927,3.25,0.62,10.8,6
6.1,0.24,0.27,11.5,0.05,51.0,133.0,0.99476,3.22,0.37,10.8,6
6.6,0.56,0.22,8.9,34,27.0,133.0,0.99675,3.2,0.51,9.1,5
7.5,0.23,0.68,11.0,47,37.0,133.0,0.9978,2.99,0.38,8.8,5
6.2,0.3,0.28,1.6,36,28.0,106.0,0.988245,3.14,0.41,13.3,6
6.4,0.26,0.21,7.1,0.04,35.0,162.0,0.9956,3.39,0.58,9.9,6
7.5,0.21,0.32,4.8,56,39.0,113.0,0.99393,3.11,0.52,10.2,7
7.4,0.21,0.8,12.3,38,77.0,183.0,0.99778,2.95,0.48,9.0,5
6.2,0.24,0.27,2.9,39,30.0,123.0,0.98959,3.12,0.37,12.8,6
7.4,0.31,0.26,8.6,48,47.0,206.0,0.9964,3.26,0.36,9.1,5
6.4,0.21,0.44,7.4,45,47.0,182.0,0.9957,3.24,0.46,9.1,5
6.0,0.28,0.24,17.8,47,42.0,111.0,0.99896,3.1,0.45,8.9,6
7.2,0.27,0.27,2.4,48,30.0,149.0,0.9936,3.1,0.51,9.2,6
6.5,0.23,0.25,17.3,46,15.0,110.0,0.99828,3.15,0.42,9.2,6
6.0,0.2,0.33,1.1,39,45.0,126.0,0.99051,3.31,0.45,11.6,7
6.3,0.21,0.28,1.5,51,46.0,142.0,0.9928,3.23,0.42,10.1,6
6.4,0.17,0.32,2.4,48,41.0,200.0,0.9938,3.5,0.5,9.7,6
6.8,0.2,0.25,6.2,52,22.0,106.0,0.9935,3.09,0.54,10.8,5
5.6,205,0.16,12.55,51,31.0,115.0,0.99564,3.4,0.38,10.8,6
6.4,0.34,0.2,14.9,0.06,37.0,162.0,0.9983,3.13,0.45,9.0,4
7.7,0.16,0.41,1.7,48,60.0,173.0,0.9932,3.24,0.66,11.2,7
6.8,0.17,0.35,1.8,0.04,29.0,84.0,0.98961,2.91,0.57,12.0,7
7.2,0.18,0.31,1.1,45,20.0,73.0,0.9925,3.32,0.4,10.8,7
6.1,0.26,0.25,2.9,47,289.0,440.0,0.99314,3.44,0.64,10.5,3
6.7,0.18,0.3,6.4,48,40.0,251.0,0.9956,3.29,0.52,10.0,5
7.0,0.24,0.35,1.5,52,51.0,128.0,0.9941,3.41,0.59,10.4,7
7.1,0.23,0.3,2.6,34,62.0,148.0,0.99121,3.03,0.56,11.3,7
6.4,0.24,0.49,5.8,53,25.0,120.0,0.9942,3.01,0.98,10.5,6
6.6,0.39,0.38,9.7,53,49.0,226.0,0.99787,3.3,0.57,9.4,6
6.8,0.26,0.56,11.9,43,64.0,226.0,997,3.02,0.63,9.3,5
7.1,0.43,0.25,2.8,36,43.0,132.0,0.98975,3.21,0.47,13.4,6
7.1,0.24,0.41,17.8,46,39.0,145.0,0.9998,3.32,0.39,8.7,5
7.1,0.26,0.3,2.0,31,13.0,128.0,0.9917,3.19,0.49,11.4,5
6.7,0.17,0.37,2.0,39,34.0,125.0,0.9922,3.26,0.6,10.8,7
8.1,0.5,0.47,1.1,37,23.0,126.0,0.9938,3.21,0.42,10.9,5
8.0,0.24,0.26,1.7,33,36.0,136.0,0.99316,3.44,0.51,10.4,7
8.4,0.17,0.31,5.4,52,47.0,150.0,0.9953,3.24,0.38,9.8,5
9.4,0.24,0.29,8.5,37,124.0,208.0,0.99395,2.9,0.38,11.0,3
6.3,0.41,0.3,3.2,0.03,49.0,164.0,0.9927,3.53,0.79,11.7,7
6.5,0.34,0.36,11.0,52,53.0,247.0,0.9984,3.44,0.55,9.3,6
6.8,0.27,0.22,17.8,34,16.0,116.0,0.9989,3.07,0.53,9.2,5
6.0,0.2,0.26,6.8,49,22.0,93.0,0.9928,3.15,0.42,11.0,6
7.6,0.29,0.26,6.5,42,32.0,160.0,0.9944,3.14,0.47,10.7,5
7.6,0.31,0.24,1.8,37,39.0,150.0,0.9913,3.05,0.44,11.8,7
5.7,0.25,0.22,9.8,49,50.0,125.0,0.99571,3.2,0.45,10.1,6
6.0,0.31,0.32,7.4,175,47.0,159.0,0.9952,3.19,0.5,9.4,6
7.1,0.28,0.19,7.8,0.04,48.0,184.0,0.99579,3.16,0.5,9.4,5
7.1,0.27,0.31,18.2,46,55.0,252.0,1.0,3.07,0.56,8.7,5
8.2,0.29,0.49,1.0,44,29.0,118.0,0.9928,3.24,0.36,10.9,4
7.1,0.18,0.32,12.2,48,36.0,125.0,0.9967,2.92,0.54,9.4,6
6.8,0.36,0.24,4.6,39,24.0,124.0,0.9909,3.27,0.34,12.6,7
6.2,0.33,0.14,4.8,52,27.0,128.0,0.99475,3.21,0.48,9.4,5
6.4,0.25,0.37,4.5,39,41.0,147.0,0.9921,3.18,0.4,11.1,7
6.9,0.25,0.3,4.1,54,23.0,116.0,994,2.99,0.38,9.4,6
6.2,0.3,0.17,2.8,0.04,24.0,125.0,0.9939,3.01,0.46,9.0,5
6.1,0.21,0.3,6.3,39,47.0,136.0,0.99068,3.27,0.31,12.7,6
5.9,0.26,0.3,1.0,36,38.0,114.0,0.9928,3.58,0.48,9.4,5
7.2,0.15,0.39,1.8,43,21.0,159.0,0.9948,3.52,0.47,10.0,5
8.4,0.17,0.31,6.7,38,29.0,132.0,0.9945,3.1,0.32,10.6,7
6.7,0.34,0.4,2.1,33,34.0,111.0,0.98924,2.97,0.48,12.2,7
6.9,0.38,0.25,9.8,0.04,28.0,191.0,0.9971,3.28,0.61,9.2,5
7.3,0.2,0.29,19.9,39,69.0,237.0,1.00037,3.1,0.48,9.2,6
6.9,0.26,0.27,4.2,31,20.0,80.0,0.99089,3.12,0.39,11.5,6
5.4,595,0.1,2.8,42,26.0,80.0,0.9932,3.36,0.38,9.3,5
7.9,0.18,0.49,5.2,51,36.0,157.0,0.9953,3.18,0.48,10.6,6
8.7,0.23,0.32,13.4,44,35.0,169.0,0.99975,3.12,0.47,8.8,7
6.2,0.38,0.18,7.4,95,28.0,195.0,0.99773,3.53,0.71,9.2,4
7.5,0.23,0.49,7.7,49,61.0,209.0,0.9941,3.14,0.3,11.1,7
6.4,0.28,0.44,7.1,48,49.0,179.0,0.99528,3.15,0.48,9.2,5
6.4,0.2,0.32,3.1,41,18.0,126.0,0.9914,3.43,0.42,12.0,6
6.5,0.13,0.27,2.6,35,32.0,76.0,0.9914,3.21,0.76,11.3333333333333,6
6.1,0.2,0.17,1.6,48,46.0,129.0,991,3.3,0.43,11.4,6
7.1,0.3,0.36,6.8,55,44.5,234.0,0.9972,3.49,0.64,10.2,6
6.6,0.22,0.28,4.9,42,51.0,180.0,0.9952,3.3,0.75,9.5,6
5.8,0.12,0.21,1.3,56,35.0,121.0,0.9908,3.32,0.33,11.4,6
6.6,0.28,0.41,7.0,46,59.0,194.0,0.99558,3.14,0.48,9.4,5
6.4,0.28,0.56,1.7,156,49.0,106.0,0.99354,3.1,0.37,9.2,6
5.8,0.24,0.28,1.4,38,40.0,76.0,0.98711,3.1,0.29,13.9,7
6.2,0.31,0.21,6.3,41,50.0,218.0,0.9941,3.15,0.6,10.0,5
6.6,0.29,0.44,9.0,53,62.0,178.0,0.99685,3.02,0.45,8.9,5
6.9,0.23,0.34,2.7,32,24.0,121.0,0.9902,3.14,0.38,12.4,7
